cliente;prodotto;anno_mese;grossvalue
C001757;M000496;202309;9213,46
C000384;M000159;202408;947,86
C001731;M000276;202305;4370,81
C000555;M000015;202404;4486,0
C001225;M000288;202409;6279,91
C001199;M000298;202401;949,1
C000411;M000411;202404;4152,57
C000299;M000487;202302;2793,55
C000399;M000497;202402;5191,07
C000217;M000052;202408;1499,85
C000044;M000474;202402;730,47
C000716;M000386;202306;4520,07
C001829;M000016;202311;5294,68
C001144;M000451;202407;4469,44
C000986;M000045;202410;6283,29
C000856;M000112;202404;6039,61
C001702;M000253;202403;4411,89
C001054;M000160;202312;8689,52
C001126;M000119;202404;2194,19
C001552;M000237;202401;1450,53
C000601;M000349;202411;3400,34
C001110;M000096;202302;8350,26
C001193;M000329;202308;4879,12
C001020;M000286;202406;3592,23
C000537;M000472;202409;3287,36
C001570;M000027;202303;3603,88
C000591;M000192;202406;9678,0
C001968;M000399;202307;5429,41
C001966;M000421;202402;3916,39
C001367;M000492;202404;1227,38
C000084;M000069;202310;5952,09
C000769;M000346;202303;3873,4
C000301;M000132;202405;4012,38
C001866;M000282;202401;4829,07
C000784;M000275;202307;6159,67
C000533;M000370;202410;295,18
C001589;M000179;202308;3005,08
C000156;M000366;202306;8643,57
C001953;M000205;202312;625,39
C000556;M000302;202407;3910,03
C001550;M000366;202307;6908,09
C000659;M000017;202310;1388,59
C000687;M000311;202310;7798,8
C001416;M000350;202308;1908,87
C001324;M000379;202411;8982,1
C001795;M000033;202311;7573,12
C000390;M000413;202405;6168,36
C000202;M000407;202303;5883,05
C000950;M000208;202411;2393,88
C001725;M000353;202303;4773,36
C000690;M000352;202401;108,09
C000940;M000398;202411;5854,5
C001352;M000444;202301;4848,62
C000873;M000222;202403;3641,87
C001762;M000038;202312;1172,62
C000853;M000241;202312;1509,12
C000512;M000278;202306;3693,24
C001787;M000033;202309;3712,83
C000234;M000101;202302;8935,19
C000355;M000403;202309;7764,29
C000593;M000416;202306;7981,5
C000502;M000247;202402;8729,19
C000809;M000352;202312;3929,01
C000269;M000282;202309;169,67
C001483;M000014;202404;2707,11
C001735;M000324;202311;5846,96
C001674;M000107;202310;6424,02
C001780;M000030;202405;429,77
C001421;M000287;202305;4673,26
C001711;M000240;202312;1912,72
C000722;M000225;202408;808,47
C000042;M000155;202411;2898,94
C000433;M000151;202402;8899,26
C000134;M000286;202303;5594,41
C000636;M000190;202311;6929,38
C001638;M000404;202310;7980,96
C000459;M000006;202405;3209,92
C001312;M000146;202302;1231,13
C000773;M000337;202408;5539,91
C001450;M000483;202410;8331,58
C001142;M000068;202311;8947,65
C001673;M000150;202312;9289,43
C000817;M000396;202409;3814,37
C001081;M000467;202404;3170,38
C000255;M000132;202407;3349,03
C000811;M000243;202405;4586,5
C000188;M000091;202308;7072,68
C001818;M000149;202303;4312,73
C001409;M000173;202407;2438,28
C001306;M000176;202309;4049,19
C000565;M000005;202307;7987,26
C000766;M000337;202402;908,97
C000178;M000173;202304;5737,15
C000661;M000423;202309;6123,11
C001738;M000396;202305;9165,56
C000433;M000215;202309;5702,25
C001772;M000440;202306;4360,34
C001794;M000022;202406;5584,21
C001007;M000350;202305;4357,5
C001801;M000292;202306;7493,55
C001158;M000049;202311;624,51
C000614;M000247;202304;9635,31
C000204;M000381;202409;9847,95
C001924;M000171;202411;5474,15
C000164;M000240;202406;259,59
C001269;M000341;202405;1511,58
C000034;M000047;202305;3473,99
C000146;M000233;202311;8052,45
C000362;M000115;202407;5561,25
C001610;M000377;202412;5438,46
C000773;M000002;202304;3173,69
C001339;M000052;202402;3463,55
C000976;M000026;202405;6027,87
C000948;M000490;202402;3010,1
C001570;M000348;202301;307,71
C001636;M000445;202308;900,27
C001659;M000138;202404;1783,73
C000197;M000411;202407;2264,94
C000144;M000159;202301;3408,35
C001332;M000189;202408;2538,19
C001188;M000416;202408;9622,62
C000936;M000114;202310;360,59
C000866;M000222;202406;5156,04
C001201;M000187;202301;1927,26
C001433;M000036;202304;2273,93
C000029;M000389;202302;3381,29
C000120;M000457;202403;1984,99
C000761;M000070;202312;8315,93
C000555;M000332;202307;8439,8
C001068;M000075;202405;5442,35
C001756;M000164;202306;4064,22
C001653;M000164;202411;2847,48
C001850;M000232;202406;4117,87
C000612;M000239;202312;8156,36
C001280;M000256;202411;4104,73
C001687;M000287;202405;7319,08
C000980;M000496;202406;4371,28
C001495;M000151;202304;5054,46
C001305;M000048;202304;8879,12
C000109;M000176;202311;166,47
C000456;M000494;202305;9843,03
C000255;M000496;202312;1282,83
C001956;M000260;202305;2044,56
C001369;M000448;202303;9003,97
C001089;M000158;202409;4846,49
C001997;M000258;202305;9429,02
C001331;M000251;202310;257,28
C000039;M000290;202407;4050,82
C001167;M000186;202410;8896,68
C000811;M000263;202302;8554,24
C000196;M000030;202310;5626,95
C001098;M000491;202405;6935,59
C000128;M000250;202405;2050,07
C001850;M000374;202402;1275,49
C000155;M000219;202304;9750,89
C000804;M000021;202405;168,45
C000612;M000222;202301;9211,88
C000382;M000156;202310;9503,2
C001215;M000377;202411;5418,57
C001396;M000129;202312;180,75
C000168;M000221;202405;9095,53
C001793;M000423;202309;6458,71
C001751;M000159;202402;7895,56
C000487;M000223;202409;4183,62
C000121;M000302;202307;9699,54
C000600;M000017;202412;9694,99
C000140;M000427;202312;3421,69
C000981;M000335;202302;7292,89
C001355;M000051;202410;3800,94
C000318;M000175;202406;4925,14
C000585;M000177;202310;5984,89
C001659;M000385;202402;4485,22
C001224;M000082;202405;9482,05
C001134;M000154;202303;9404,65
C001269;M000199;202301;901,78
C001661;M000095;202308;2277,21
C001099;M000433;202404;9247,07
C001575;M000348;202408;9019,13
C001923;M000064;202311;3928,63
C000660;M000404;202409;5536,78
C001397;M000100;202305;2370,34
C001268;M000339;202307;4005,12
C001997;M000244;202309;4406,65
C000358;M000326;202311;9263,94
C000785;M000483;202308;9640,68
C000051;M000344;202310;6092,41
C000295;M000445;202409;8635,35
C001721;M000081;202412;3339,77
C000444;M000181;202406;2225,03
C000162;M000408;202411;5362,63
C001593;M000266;202407;6982,02
C001228;M000321;202412;2079,44
C001227;M000224;202409;8463,25
C000710;M000204;202301;5715,67
C001479;M000387;202403;8894,37
C000585;M000322;202308;2430,14
C001692;M000184;202404;561,19
C000654;M000280;202307;1954,49
C001053;M000063;202411;7237,3
C001938;M000122;202404;8952,39
C000138;M000338;202401;715,86
C000873;M000258;202411;3439,92
C000831;M000239;202304;8074,23
C001595;M000299;202409;7179,15
C000761;M000097;202312;8159,84
C000690;M000149;202310;8137,41
C001975;M000033;202305;5440,85
C000864;M000077;202309;2030,89
C000393;M000095;202312;8687,06
C000830;M000092;202301;776,38
C001237;M000302;202401;7957,64
C001827;M000337;202402;7450,52
C001132;M000132;202411;3527,45
C001801;M000095;202308;7281,39
C001735;M000190;202307;4729,28
C001469;M000441;202310;4924,87
C000712;M000448;202408;5299,36
C000421;M000035;202306;9043,15
C001271;M000452;202407;5041,47
C000670;M000015;202301;5824,91
C001307;M000150;202311;9137,73
C001122;M000069;202309;2366,64
C001620;M000079;202406;5603,78
C000659;M000401;202310;4610,66
C000038;M000180;202304;355,12
C001216;M000440;202403;5384,46
C001509;M000198;202402;3753,37
C001911;M000396;202409;3979,75
C000011;M000480;202305;566,57
C000150;M000318;202305;8625,26
C001443;M000234;202402;8801,24
C001512;M000323;202303;5913,3
C001202;M000452;202401;3802,67
C000388;M000235;202304;6937,41
C000765;M000292;202408;3506,24
C000213;M000107;202410;3550,13
C001380;M000027;202411;2503,64
C000096;M000171;202309;4211,81
C000675;M000123;202406;9371,43
C001387;M000373;202301;2214,85
C000866;M000458;202404;3540,59
C001336;M000386;202311;555,34
C000077;M000202;202409;6577,71
C001469;M000144;202411;3716,72
C001130;M000310;202403;7049,39
C001318;M000233;202410;1663,38
C001409;M000001;202305;5221,36
C001111;M000240;202304;5511,3
C000790;M000145;202405;9045,13
C000545;M000474;202408;9828,08
C000239;M000410;202303;1445,04
C000563;M000230;202311;8073,53
C000903;M000378;202401;3486,16
C001594;M000083;202408;4063,78
C000726;M000033;202412;3346,69
C001559;M000303;202408;2498,31
C001848;M000207;202312;9050,31
C001862;M000190;202303;5549,16
C000373;M000360;202411;3734,43
C000118;M000223;202411;3916,8
C001455;M000072;202404;7834,35
C001791;M000308;202404;1790,37
C000927;M000324;202301;6295,88
C001244;M000153;202404;6902,05
C001444;M000086;202308;7500,45
C001324;M000104;202309;6828,53
C000100;M000403;202303;1004,98
C001785;M000134;202412;2803,05
C001907;M000211;202310;8449,47
C000503;M000150;202304;9176,48
C000222;M000070;202403;379,71
C000313;M000423;202409;910,17
C001398;M000239;202402;4338,55
C000083;M000432;202310;2712,96
C001303;M000480;202307;164,61
C001908;M000032;202303;3418,74
C000852;M000378;202407;9158,26
C001412;M000420;202304;2382,26
C001560;M000469;202406;8849,34
C000604;M000345;202401;2469,13
C000234;M000153;202411;517,27
C000473;M000078;202405;2238,93
C001238;M000369;202307;5705,67
C001338;M000009;202412;3409,97
C000145;M000205;202304;8422,73
C001800;M000266;202411;4085,16
C000882;M000474;202401;5627,88
C000375;M000177;202304;2072,34
C000086;M000066;202410;500,41
C000125;M000275;202302;3605,67
C001237;M000121;202411;322,88
C000981;M000001;202302;4038,16
C000259;M000496;202310;4192,25
C000505;M000382;202401;1455,39
C000085;M000167;202406;1458,7
C000830;M000431;202306;8709,81
C000069;M000292;202307;8735,41
C001005;M000324;202406;1556,3
C001129;M000446;202309;7696,16
C001864;M000305;202306;4434,12
C001151;M000376;202309;9739,44
C001499;M000322;202408;9064,12
C001966;M000080;202311;391,37
C001690;M000319;202402;2629,09
C000044;M000038;202402;9813,75
C000432;M000407;202410;6548,34
C000596;M000243;202410;2154,46
C000444;M000038;202306;4819,97
C001313;M000465;202309;4878,35
C000294;M000236;202408;9738,87
C000109;M000268;202301;1090,74
C001622;M000382;202304;7006,35
C000588;M000406;202308;9591,02
C001825;M000254;202405;890,87
C000110;M000325;202303;9981,0
C001048;M000141;202312;2551,09
C000572;M000189;202309;9432,22
C000430;M000308;202405;2351,25
C001924;M000362;202404;7181,98
C000912;M000436;202308;8208,12
C000247;M000325;202303;7349,04
C001568;M000107;202406;8357,59
C000740;M000187;202409;501,8
C000770;M000026;202301;2655,27
C000073;M000303;202404;5543,39
C000012;M000356;202405;5979,55
C001088;M000500;202402;5242,96
C000611;M000316;202406;1799,0
C001867;M000379;202403;3946,67
C001242;M000013;202305;8652,97
C000794;M000215;202408;2101,12
C001823;M000467;202405;2218,65
C001028;M000328;202401;1080,95
C001782;M000255;202304;3594,16
C001589;M000173;202306;5676,65
C001195;M000117;202301;7639,51
C000462;M000132;202411;7489,5
C001596;M000001;202309;1110,21
C000688;M000250;202407;8247,15
C000504;M000395;202306;6281,0
C001975;M000320;202312;2466,78
C001210;M000345;202412;2939,52
C001911;M000146;202305;7648,49
C000429;M000201;202411;448,74
C001238;M000364;202304;6305,64
C001943;M000273;202410;4793,79
C001873;M000387;202307;7181,13
C001563;M000166;202408;165,29
C001096;M000024;202403;4716,64
C000704;M000049;202412;7536,46
C000375;M000406;202411;5593,7
C000823;M000009;202405;495,14
C001589;M000478;202309;2729,85
C001342;M000126;202302;9942,47
C001066;M000139;202301;3222,1
C000563;M000261;202305;4104,77
C001770;M000055;202304;1344,47
C000955;M000352;202312;3913,53
C000884;M000367;202306;2221,84
C001012;M000490;202401;7525,33
C001882;M000344;202404;7791,37
C001731;M000282;202401;7320,97
C001940;M000210;202302;2911,18
C000558;M000113;202404;8945,54
C001291;M000451;202411;6569,12
C000400;M000418;202308;4893,21
C001326;M000048;202307;2893,1
C001268;M000442;202407;2639,91
C000285;M000465;202303;7830,17
C001629;M000408;202405;4867,12
C000307;M000099;202303;3145,83
C001705;M000431;202302;3458,33
C001157;M000425;202407;1219,35
C001019;M000030;202302;1627,64
C001732;M000277;202302;2105,74
C000571;M000206;202409;4632,67
C001710;M000175;202401;3671,49
C001596;M000085;202404;4916,41
C001502;M000292;202407;5203,37
C001971;M000390;202309;8806,79
C001772;M000437;202304;8288,39
C001752;M000071;202411;4679,51
C001055;M000084;202411;6408,02
C001542;M000151;202402;9999,05
C001301;M000138;202411;3013,3
C001261;M000330;202402;1875,77
C000590;M000003;202312;5453,0
C000880;M000219;202404;5500,48
C001320;M000476;202307;9175,71
C001122;M000241;202410;6473,45
C000973;M000403;202304;5758,6
C001412;M000324;202310;2725,76
C001075;M000452;202403;7345,79
C001239;M000453;202307;6928,61
C000926;M000377;202307;4008,27
C000348;M000402;202405;9233,35
C001802;M000136;202404;2448,29
C000431;M000316;202303;1937,46
C001117;M000035;202305;4916,51
C001290;M000104;202412;4662,65
C000567;M000120;202311;5170,5
C001421;M000484;202404;2709,29
C001944;M000029;202304;6745,56
C000360;M000189;202401;9287,2
C000947;M000319;202410;1584,39
C001224;M000341;202412;2716,43
C000985;M000264;202409;6315,62
C001087;M000211;202308;5557,33
C000002;M000119;202402;7095,87
C001826;M000464;202406;568,57
C000971;M000371;202308;5434,96
C001466;M000008;202404;4638,21
C000689;M000148;202404;9745,38
C001232;M000370;202305;1375,38
C001072;M000326;202302;836,87
C001721;M000174;202408;2220,31
C001510;M000487;202304;9363,67
C001130;M000229;202304;2002,21
C001588;M000102;202404;4419,37
C000681;M000234;202305;2553,35
C000406;M000385;202406;3398,77
C000830;M000080;202307;9881,95
C000204;M000030;202404;9429,71
C001346;M000406;202406;9473,32
C001777;M000429;202401;2691,92
C001354;M000278;202404;3056,08
C001047;M000348;202408;2832,36
C000639;M000151;202406;3482,97
C000904;M000403;202310;8680,84
C001505;M000227;202306;2431,14
C001624;M000186;202310;2715,02
C000806;M000481;202407;4396,95
C001880;M000203;202405;317,99
C000523;M000366;202301;7348,28
C000775;M000053;202408;2935,17
C001911;M000295;202302;2436,76
C001113;M000428;202309;8024,29
C001734;M000366;202307;635,7
C001231;M000182;202405;9856,29
C000263;M000402;202305;3158,91
C000543;M000240;202409;9699,32
C000998;M000001;202307;7625,04
C001014;M000217;202301;7295,31
C001931;M000159;202406;3022,84
C000423;M000038;202307;2127,28
C000841;M000198;202303;3619,91
C000571;M000094;202412;2453,11
C000666;M000333;202305;7312,0
C001567;M000312;202303;7667,46
C000036;M000373;202305;8015,77
C001596;M000007;202307;6924,19
C001442;M000116;202306;8972,84
C001130;M000067;202308;7232,55
C000226;M000431;202404;5731,91
C000821;M000270;202407;7621,63
C000850;M000347;202302;287,39
C000859;M000120;202310;953,67
C000816;M000220;202311;9638,56
C001176;M000082;202403;9871,86
C000642;M000141;202301;8401,86
C001403;M000155;202409;6342,37
C000609;M000125;202301;5219,51
C000295;M000396;202308;5084,61
C001346;M000430;202404;8491,6
C001415;M000280;202408;6072,31
C001675;M000126;202304;8552,88
C001553;M000328;202402;8703,02
C000434;M000138;202309;3207,1
C000294;M000149;202312;5312,69
C001440;M000204;202412;7485,39
C000265;M000053;202308;9698,31
C001430;M000453;202409;3375,65
C000738;M000170;202412;3582,68
C001677;M000420;202310;6170,79
C000372;M000183;202309;3894,21
C000480;M000426;202407;1232,31
C000398;M000178;202303;7631,21
C001408;M000339;202406;2781,81
C000997;M000351;202304;1744,22
C000622;M000206;202308;7148,52
C001017;M000309;202306;1146,55
C000750;M000162;202406;1609,47
C000516;M000058;202303;4391,69
C000135;M000279;202405;2177,24
C001457;M000021;202307;2496,12
C000163;M000218;202303;1401,76
C000304;M000484;202403;3483,72
C001890;M000496;202302;7208,53
C000889;M000117;202308;2331,98
C000307;M000054;202310;2961,47
C001768;M000449;202309;3427,5
C000445;M000049;202307;1950,41
C001023;M000408;202309;4858,75
C001447;M000267;202405;7761,0
C001782;M000025;202404;1357,71
C001521;M000036;202312;5336,78
C000668;M000300;202407;4742,11
C000645;M000413;202412;4200,29
C001020;M000162;202311;2885,8
C000076;M000156;202406;5077,53
C000453;M000397;202308;100,02
C000155;M000025;202310;9098,02
C000810;M000281;202401;5531,47
C000093;M000090;202412;9071,99
C001991;M000123;202312;1119,13
C000172;M000308;202412;1414,66
C001454;M000325;202308;4603,48
C001790;M000366;202404;9091,28
C001772;M000458;202305;5512,18
C001375;M000293;202303;4281,87
C000784;M000080;202304;8789,41
C001866;M000198;202412;9201,35
C001956;M000053;202309;4795,07
C000221;M000150;202304;9839,48
C001131;M000425;202301;3612,2
C001459;M000219;202305;6787,65
C001680;M000395;202410;6593,86
C000122;M000482;202410;936,54
C001479;M000136;202303;2985,81
C001641;M000137;202410;8919,15
C000391;M000408;202401;3492,64
C000714;M000400;202303;3078,75
C001887;M000142;202412;3422,48
C001974;M000332;202303;9192,39
C001280;M000265;202301;5050,08
C000947;M000043;202301;3363,7
C000117;M000363;202408;8255,31
C000369;M000297;202411;3601,59
C000679;M000332;202304;7768,03
C001507;M000146;202410;9995,6
C000844;M000130;202312;8451,34
C001711;M000354;202304;921,45
C000817;M000130;202302;2685,32
C000713;M000417;202312;1780,13
C001108;M000348;202302;7978,26
C001634;M000350;202406;6251,83
C000249;M000430;202408;7511,3
C000370;M000068;202406;7112,32
C000099;M000277;202403;7647,92
C001350;M000477;202407;9274,74
C000835;M000247;202305;1119,76
C001061;M000054;202307;8503,57
C000634;M000446;202406;8402,54
C000038;M000131;202308;6205,0
C001606;M000253;202403;9092,33
C000918;M000209;202412;1343,61
C001802;M000044;202403;1243,33
C000914;M000438;202411;2957,89
C000015;M000256;202402;4574,6
C000550;M000496;202305;4889,25
C001060;M000246;202405;6300,6
C000933;M000406;202405;3797,25
C001959;M000311;202311;7731,6
C000332;M000443;202305;3831,66
C001004;M000035;202411;7101,99
C000760;M000343;202401;2656,17
C001225;M000044;202305;1340,89
C001186;M000291;202405;9545,95
C000749;M000193;202312;9848,23
C001219;M000457;202407;9995,45
C001072;M000035;202309;6090,01
C000347;M000474;202405;7901,05
C000236;M000003;202308;892,13
C000054;M000331;202303;8492,35
C001680;M000213;202406;251,66
C000612;M000292;202301;7143,56
C001251;M000056;202410;3064,03
C001260;M000386;202405;2368,32
C000195;M000148;202303;1940,62
C000993;M000167;202312;7323,8
C001838;M000221;202403;998,05
C000734;M000459;202402;9213,13
C000631;M000290;202302;6136,77
C000549;M000139;202308;3322,65
C000725;M000323;202301;5635,21
C001134;M000335;202308;3615,09
C001642;M000171;202410;8232,82
C000855;M000375;202401;5375,91
C000563;M000440;202405;9369,24
C000570;M000184;202408;324,15
C000623;M000282;202407;5375,01
C000568;M000204;202311;5826,98
