cliente;prodotto;giorno;quantity;amount
C000965;M000153;10/09/2024;48;18143.68
C000241;M000174;06/07/2023;28;5795.46
C000441;M000647;23/09/2023;58;28515.73
C000984;M000704;07/03/2023;25;10368.28
C000081;M000261;30/09/2023;35;415.4
C000399;M000933;21/11/2023;4;1608.72
C000489;M000003;05/11/2024;91;22137.01
C000548;M000640;10/05/2023;34;5845.68
C000871;M000235;17/06/2023;75;26009.69
C000130;M000005;03/02/2024;60;4319.41
C000264;M000914;22/10/2024;25;9996.74
C000512;M000103;17/01/2023;35;12707.63
C000355;M000530;18/05/2023;61;24804.47
C000037;M000255;03/08/2023;49;6794.79
C000895;M000248;27/02/2024;17;4950.93
C000913;M000690;13/01/2023;75;10756.52
C000232;M000893;24/12/2023;37;7898.79
C000717;M000980;08/06/2024;76;4060.53
C000028;M000770;18/07/2024;43;5975.31
C000607;M000683;03/07/2023;35;8539.43
C000946;M000335;09/03/2024;35;17228.6
C000106;M000217;09/04/2023;58;21060.94
C000393;M000767;29/03/2023;72;28673.73
C000151;M000947;13/01/2023;61;20940.33
C000310;M000130;24/06/2023;37;3332.98
C000550;M000906;12/04/2024;93;23368.71
C000512;M000864;23/11/2023;17;4135.73
C000643;M000636;01/02/2023;52;7958.36
C000647;M000621;12/02/2023;18;6445.31
C000857;M000193;27/05/2024;46;20254.93
C000075;M000336;26/08/2024;83;28375.1
C000647;M000228;13/09/2023;29;916.88
C000649;M000642;15/05/2023;89;22522.05
C000312;M000908;15/01/2023;12;5409.77
C000292;M000479;30/09/2024;15;6910.32
C000694;M000935;30/05/2024;67;19651.35
C000405;M000540;07/08/2024;3;1444.79
C000714;M000027;11/03/2023;70;29691.53
C000560;M000678;01/05/2024;99;10118.95
C000331;M000744;25/11/2024;38;6497.78
C000053;M000993;09/12/2023;5;2431.96
C000951;M000356;07/12/2024;50;4249.88
C000657;M000408;25/02/2023;81;34182.89
C000327;M000995;19/08/2024;55;23755.8
C000915;M000238;18/12/2023;39;10985.3
C000672;M000074;10/06/2023;58;11450.01
C000232;M000257;14/11/2023;17;2046.75
C000827;M000313;27/09/2024;7;772.68
C000861;M000316;24/08/2024;38;9501.84
C000033;M000420;03/07/2023;7;287.68
C000036;M000707;18/06/2024;40;14804.22
C000705;M000611;27/02/2024;13;3705.06
C000132;M000130;24/06/2023;26;9241.59
C000348;M000717;23/03/2024;93;28330.87
C000460;M000953;02/12/2024;96;34236.27
C000718;M000100;25/06/2024;58;10622.67
C000440;M000209;12/03/2023;58;23314.85
C000113;M000648;16/05/2023;40;11882.97
C000204;M000359;14/05/2023;77;33992.55
C000698;M000092;22/05/2024;82;32335.81
C000943;M000364;23/02/2024;31;11579.5
C000884;M000058;29/10/2024;67;7078.29
C000704;M000715;26/02/2023;25;10767.12
C000551;M000357;23/09/2023;31;4360.43
C000963;M000926;14/03/2023;25;10040.97
C000173;M000773;28/09/2024;39;8909.26
C000572;M000281;09/12/2024;56;7294.76
C000160;M000672;23/08/2024;26;1353.66
C000036;M000722;26/03/2023;6;1326.48
C000125;M000421;28/08/2023;77;3301.87
C000353;M000588;12/06/2023;79;25053.36
C000958;M000352;04/08/2023;97;15171.46
C000806;M000727;06/08/2023;32;6388.16
C000038;M000901;13/12/2024;15;2723.46
C000005;M000469;24/03/2023;23;9643.22
C000990;M000473;22/12/2023;33;3606.51
C000713;M000983;07/05/2024;80;17199.59
C000971;M000096;23/02/2023;98;22404.79
C000929;M000856;28/01/2023;15;3983.03
C000068;M000083;21/08/2024;56;12950.91
C000527;M000987;13/05/2023;19;5884.27
C000369;M000555;11/11/2024;8;3877.94
C000747;M000613;13/08/2024;91;21825.58
C000375;M000698;16/01/2024;88;12967.96
C000330;M000317;02/03/2023;76;31002.6
C000840;M000341;14/09/2023;68;10674.57
C000381;M000429;28/03/2023;58;19415.67
C000893;M000024;29/02/2024;42;266.98
C000556;M000414;22/02/2024;73;16663.88
C000618;M000294;17/05/2024;78;26624.95
C000587;M000284;02/06/2023;5;1325.71
C000091;M000787;01/06/2024;89;37617.56
C000152;M000261;29/10/2023;62;16215.74
C000161;M000337;22/05/2024;94;45120.88
C000826;M000991;26/02/2023;99;49172.42
C000149;M000704;01/10/2024;90;28539.83
C000436;M000651;17/02/2023;33;5197.36
C000618;M000504;04/04/2024;98;15676.43
C000449;M000008;03/10/2024;74;1611.29
C000280;M000514;03/08/2024;89;25392.61
C000657;M000531;08/02/2023;54;13815.61
C000969;M000744;04/08/2024;29;6732.09
C000993;M000215;25/01/2023;53;2212.48
C000014;M000817;25/05/2024;67;28228.23
C000545;M000954;09/04/2023;88;8980.99
C000843;M000090;26/06/2023;47;12786.17
C000955;M000491;24/10/2024;81;8461.56
C000265;M000518;26/10/2024;85;38464.84
C000680;M000426;18/10/2024;24;258.1
C000432;M000677;12/06/2024;77;1756.75
C000787;M000380;08/07/2024;53;12564.84
C000992;M000575;23/01/2023;56;25644.45
C000507;M000953;13/06/2023;96;46023.34
C000808;M000486;19/04/2024;21;7246.23
C000483;M000135;09/04/2024;16;2644.07
C000029;M000967;30/11/2024;16;6332.03
C000993;M000640;31/12/2023;7;2688.98
C000388;M000735;17/02/2023;24;8213.35
C000571;M000104;07/09/2023;68;32776.64
C000953;M000207;25/03/2024;100;31527.32
C000490;M000976;27/08/2023;42;12645.29
C000899;M000050;07/02/2023;10;3737.92
C000402;M000489;04/02/2024;9;1212.26
C000529;M000853;04/01/2023;16;3129.21
C000193;M000644;04/11/2023;53;20770.92
C000383;M000793;29/09/2023;51;23355.13
C000270;M000899;10/10/2024;49;4199.14
C000419;M000832;03/09/2023;69;32269.18
C000937;M000517;07/05/2023;28;4461.79
C000717;M000259;28/10/2024;99;37321.2
C000458;M000411;09/01/2023;17;4750.65
C000061;M000321;22/01/2023;36;14639.26
C000922;M000534;03/07/2024;9;1916.88
C000913;M000734;23/02/2023;26;6661.38
C000438;M000592;21/12/2024;85;14729.86
C000869;M000820;20/10/2024;73;16229.05
C000749;M000810;21/02/2023;23;8383.67
C000177;M000018;25/03/2023;9;4003.9
C000348;M000764;14/11/2023;69;1417.88
C000618;M000865;28/02/2024;21;8659.92
C000645;M000486;22/02/2024;99;28616.55
C000979;M000314;26/03/2023;13;4623.78
C000060;M000214;17/09/2023;81;23060.92
C000077;M000737;01/08/2023;62;22758.2
C000584;M000064;10/04/2023;49;13644.2
C000264;M000994;09/11/2024;36;16172.3
C000908;M000970;14/05/2023;12;384.81
C000547;M000339;25/12/2024;54;22042.8
C000796;M000706;08/06/2023;19;7980.67
C000604;M000819;09/10/2024;71;12388.72
C000992;M000896;15/03/2024;67;5371.01
C000471;M000418;08/08/2023;35;7136.19
C000913;M000125;11/05/2023;60;2398.7
C000838;M000218;15/06/2023;14;1545.19
C000818;M000484;16/10/2024;72;7588.59
C000648;M000200;05/06/2024;44;8902.98
C000005;M000961;05/04/2023;32;11823.22
C000863;M000742;15/08/2024;85;9229.77
C000589;M000005;02/03/2023;98;27370.96
C000510;M000949;02/03/2024;94;38823.64
C000197;M000318;18/06/2024;87;18046.91
C000478;M000285;25/09/2023;26;3773.21
C000767;M000071;21/10/2024;57;21119.01
C000754;M000119;21/08/2024;67;22403.94
C000324;M000408;13/10/2024;12;5796.54
C000403;M000957;09/05/2023;94;37380.82
C000903;M000812;23/09/2023;87;33242.54
C000089;M000993;01/07/2023;82;21571.7
C000621;M000074;12/07/2023;56;18100.31
C000544;M000542;02/02/2024;79;39046.6
C000740;M000572;18/09/2024;95;46318.45
C000243;M000412;09/09/2023;14;5973.9
C000911;M000031;17/04/2023;46;2931.41
C000792;M000343;01/05/2024;94;5399.89
C000218;M000878;16/05/2023;48;17735.16
C000967;M000027;31/08/2023;49;16894.36
C000621;M000242;11/01/2024;45;12867.94
C000466;M000071;31/07/2024;90;3169.42
C000143;M000510;06/05/2024;7;998.8
C000172;M000080;02/01/2024;91;37942.34
C000685;M000492;12/10/2024;99;21432.19
C000672;M000035;13/05/2023;68;27939.04
C000628;M000783;20/02/2024;29;11832.1
C000954;M000205;06/06/2023;64;11681.16
C000761;M000927;27/02/2024;82;27092.16
C000333;M000171;07/11/2024;20;2347.64
C000684;M000196;31/07/2024;13;2080.25
C000724;M000442;08/12/2023;89;34280.19
C000646;M000575;07/06/2024;52;13073.18
C000924;M000096;07/05/2024;24;4735.52
C000566;M000534;18/03/2023;20;2440.43
C000808;M000357;09/01/2024;15;1550.7
C000829;M000086;26/01/2024;92;2710.89
C000200;M000516;10/06/2024;95;3318.6
C000159;M000028;27/03/2023;8;157.77
C000315;M000808;26/03/2023;47;8433.03
C000421;M000466;22/03/2023;27;11598.35
C000694;M000167;21/03/2023;2;793.25
C000405;M000386;15/11/2024;8;3542.22
C000001;M000473;23/03/2024;29;413.41
C000534;M000928;07/10/2023;75;19090.09
C000536;M000126;04/09/2024;60;6142.96
C000070;M000136;05/02/2023;46;9074.4
C000969;M000668;18/02/2024;3;1062.44
C000116;M000649;24/11/2023;40;16205.99
C000274;M000583;03/05/2023;100;49998.74
C000535;M000261;03/04/2024;66;16832.79
C000942;M000202;12/11/2024;73;22457.66
C000485;M000229;24/01/2023;100;47884.05
C000358;M000073;30/05/2023;45;19777.84
C000043;M000871;03/12/2023;45;19962.12
C000722;M000138;12/12/2023;90;9221.66
C000236;M000094;24/01/2024;82;21422.26
C000988;M000102;14/07/2024;4;436.03
C000030;M000894;18/08/2023;61;9589.37
C000835;M000948;04/03/2023;11;127.7
C000938;M000495;07/08/2023;93;21574.91
C000363;M000129;02/07/2024;13;5221.34
C000098;M000941;20/02/2024;6;1127.07
C000091;M000014;06/09/2024;98;9625.31
C000800;M000537;16/05/2024;87;10617.07
C000028;M000651;30/09/2024;52;3549.15
C000010;M000244;07/11/2023;58;23112.35
C000603;M000907;15/08/2024;41;15563.51
C000969;M000795;16/01/2024;22;7197.59
C000455;M000895;25/12/2023;8;159.58
C000518;M000061;24/08/2024;98;37925.26
C000155;M000105;23/04/2023;75;20428.11
C000500;M000336;14/02/2023;45;6542.66
C000226;M000174;04/12/2024;39;6958.51
C000661;M000909;09/02/2024;83;36407.06
C000633;M000643;01/08/2024;75;3841.78
C000774;M000796;31/08/2023;2;381.32
C000650;M000219;27/10/2024;39;15476.84
C000652;M000263;02/02/2024;55;8134.03
C000095;M000515;06/06/2024;41;14485.06
C000005;M000801;04/05/2024;13;1908.16
C000377;M000273;23/11/2024;80;38487.2
C000338;M000533;22/10/2023;81;23752.13
C000018;M000794;06/02/2023;87;20215.19
C000381;M000244;15/09/2023;78;25181.54
C000048;M000473;01/02/2024;72;25769.22
C000794;M000806;26/12/2024;59;3836.6
C000855;M000202;28/09/2024;17;5105.6
C000316;M000042;08/07/2024;38;4246.27
C000161;M000815;11/04/2023;54;20421.76
C000761;M000778;18/04/2024;13;450.55
C000332;M000922;18/04/2024;69;25426.76
C000306;M000636;14/01/2023;22;10449.64
C000515;M000261;06/09/2024;25;3616.33
C000579;M000475;15/11/2023;57;4377.94
C000645;M000264;03/05/2024;44;4381.44
C000061;M000407;01/08/2023;97;43989.48
C000201;M000423;29/10/2024;57;6434.39
C000434;M000560;27/05/2023;30;385.43
C000557;M000988;26/09/2023;54;14992.85
C000218;M000213;01/11/2024;95;524.42
C000899;M000360;29/04/2024;50;7315.74
C000907;M000580;19/08/2023;66;24024.35
C000609;M000005;12/02/2024;1;469.74
C000497;M000102;08/07/2024;51;15520.44
C000579;M000753;29/12/2023;58;6165.16
C000981;M000177;27/04/2023;97;41517.77
C000761;M000798;19/09/2023;19;1791.82
C000661;M000009;04/07/2023;28;6696.48
C000702;M000220;15/04/2024;49;10321.03
C000504;M000635;24/10/2024;24;7673.73
C000164;M000190;10/06/2023;98;23153.71
C000803;M000273;02/02/2023;7;892.78
C000401;M000786;03/03/2023;70;14187.25
C000504;M000467;16/11/2023;21;5756.71
C000554;M000476;19/01/2024;44;17827.69
C000291;M000241;10/11/2023;90;13782.89
C000167;M000308;08/09/2023;44;20713.03
C000436;M000223;25/07/2023;67;10830.25
C000352;M000210;13/02/2023;20;175.19
C000265;M000323;14/07/2023;34;14919.29
C000174;M000800;02/09/2024;24;6127.42
C000644;M000228;17/07/2024;12;3037.88
C000668;M000099;05/01/2023;85;19233.53
C000143;M000190;14/07/2024;66;12510.17
C000394;M000589;21/02/2023;21;5109.52
C000884;M000698;01/03/2023;33;1608.5
C000121;M000319;06/11/2023;30;3174.95
C000658;M000749;07/10/2024;69;31933.61
C000996;M000163;14/04/2023;9;3660.32
C000204;M000516;24/04/2023;99;25652.31
C000339;M000528;31/12/2023;40;17316.21
C000714;M000944;14/03/2024;48;5973.76
C000492;M000336;09/01/2024;97;24250.42
C000644;M000993;11/06/2024;85;10345.79
C000478;M000030;02/07/2024;75;10047.37
C000434;M000619;10/02/2024;65;24979.05
C000733;M000743;19/06/2024;77;1380.92
C000179;M000201;28/10/2024;77;29291.77
C000920;M000337;08/02/2023;58;17936.58
C000811;M000703;06/11/2023;2;331.92
C000036;M000863;21/06/2024;90;31749.58
C000742;M000947;18/05/2024;4;629.24
C000312;M000350;06/11/2024;24;806.56
C000079;M000292;08/11/2023;5;377.83
C000348;M000423;22/09/2023;22;1298.49
C000436;M000872;14/03/2023;26;4662.89
C000614;M000562;12/11/2024;58;25153.28
C000715;M000633;23/03/2024;88;909.58
C000678;M000551;01/10/2023;44;12699.89
C000805;M000972;20/05/2023;52;20220.76
C000839;M000255;22/08/2023;16;753.52
C000833;M000056;12/04/2023;8;3350.1
C000295;M000192;03/05/2024;30;5196.68
C000901;M000983;18/05/2024;89;22686.67
C000325;M000838;03/12/2024;39;5083.21
C000383;M000911;22/06/2024;20;7974.49
C000943;M000769;26/08/2023;22;3362.3
C000129;M000427;29/12/2024;27;7419.11
C000603;M000442;19/02/2023;39;2285.63
C000612;M000571;18/10/2024;9;3628.47
C000333;M000740;29/12/2023;31;12615.26
C000315;M000605;02/07/2023;28;13754.94
C000532;M000316;31/12/2024;3;1156.54
C000487;M000747;23/06/2024;33;10640.45
C000228;M000896;03/07/2023;55;27445.11
C000393;M000010;12/12/2024;7;1730.46
C000201;M000879;04/07/2023;17;5787.28
C000143;M000460;20/02/2023;61;17577.41
C000087;M000589;25/05/2023;52;712.3
C000858;M000207;22/10/2024;75;5025.15
C000140;M000069;22/04/2023;16;4025.57
C000213;M000996;16/03/2023;4;1468.11
C000505;M000302;03/12/2023;72;35602.07
C000855;M000749;28/04/2024;93;34811.28
C000228;M000864;15/08/2024;81;22034.65
C000968;M000557;03/03/2024;28;9355.36
C000785;M000768;04/06/2023;75;35269.59
C000659;M000765;05/01/2023;67;3731.07
C000454;M000457;07/04/2024;27;2266.61
C000323;M000367;14/12/2023;46;15291.62
C000716;M000658;17/12/2023;59;24873.79
C000276;M000872;10/08/2023;3;1142.95
C000682;M000175;26/03/2023;71;20576.34
C000304;M000124;11/07/2023;69;13163.5
C000726;M000027;01/04/2023;89;10905.42
C000716;M000387;19/12/2024;81;37812.21
C000803;M000683;27/12/2024;79;10187.77
C000795;M000448;26/01/2024;97;42138.63
C000737;M000996;09/11/2023;50;22206.23
C000306;M000321;04/06/2023;6;2907.94
C000739;M000154;09/05/2024;12;264.49
C000920;M000249;06/08/2024;84;27902.82
C000584;M000859;04/04/2024;50;24124.56
C000645;M000529;02/07/2023;41;8841.41
C000039;M000052;30/04/2024;68;8618.34
C000035;M000933;25/03/2023;2;734.36
C000628;M000283;20/12/2023;32;14358.82
C000247;M000815;15/08/2023;30;3660.62
C000208;M000966;09/10/2024;50;14378.18
C000201;M000885;21/08/2023;98;38194.09
C000106;M000798;27/11/2023;17;7741.61
C000131;M000835;19/04/2024;5;2049.59
C000197;M000568;14/06/2024;2;204.62
C000475;M000961;05/06/2024;39;13855.2
C000524;M000954;05/03/2023;56;1477.31
C000737;M000085;02/03/2023;91;8270.73
C000307;M000534;31/05/2023;68;822.22
C000324;M000397;08/11/2023;93;20757.05
C000849;M000212;11/04/2024;80;24463.1
C000983;M000518;28/04/2023;7;1642.29
C000688;M000993;10/11/2023;10;2231.11
C000411;M000546;24/10/2024;29;10265.42
C000331;M000290;08/12/2024;74;16729.07
C000436;M000289;14/05/2024;97;36646.34
C000671;M000469;03/01/2023;99;10850.17
C000074;M000645;20/03/2024;49;6555.41
C000769;M000667;17/04/2023;72;26795.18
C000182;M000666;03/06/2024;51;12462.27
C000785;M000998;07/07/2024;91;14269.94
C000158;M000526;24/04/2023;59;4926.05
C000134;M000146;20/01/2023;74;17192.23
C000103;M000901;20/01/2023;11;4879.49
C000247;M000772;02/07/2023;43;18957.84
C000439;M000630;01/02/2023;95;43371.88
C000267;M000925;29/11/2024;94;28201.98
C000785;M000400;27/04/2024;75;1469.41
C000607;M000158;28/11/2024;60;17025.98
C000506;M000506;17/02/2024;3;390.99
C000556;M000664;15/01/2024;70;4696.26
C000344;M000244;08/09/2024;33;2034.2
C000919;M000405;18/08/2023;97;46670.29
C000412;M000477;13/10/2024;19;6373.42
C000552;M000220;18/08/2023;57;5406.47
C000777;M000178;13/05/2024;55;23585.23
C000251;M000801;08/07/2023;95;46493.02
C000025;M000213;29/05/2024;27;10281.32
C000065;M000233;21/09/2023;68;23668.71
C000870;M000877;15/02/2024;40;7143.17
C000921;M000038;13/01/2023;9;314.49
C000682;M000098;13/09/2024;82;38578.35
C000964;M000941;09/09/2024;84;27340.18
C000606;M000855;23/04/2024;9;4419.92
C000461;M000523;24/05/2024;85;27327.71
C000266;M000750;16/05/2024;71;12232.79
C000743;M000207;28/05/2024;97;8800.2
C000392;M000135;16/11/2023;28;521.04
C000905;M000453;30/03/2024;73;16936.73
C000068;M000128;04/12/2024;53;481.12
C000171;M000135;16/09/2024;6;1313.23
C000509;M000540;27/01/2024;28;6308.28
C000345;M000019;07/05/2024;16;1819.38
C000023;M000475;05/02/2024;17;7366.47
C000329;M000981;20/10/2023;96;35735.4
C000370;M000878;12/08/2024;32;1278.21
C000886;M000161;12/07/2024;11;5228.7
C000774;M000799;30/08/2023;55;4686.58
C000976;M000116;24/04/2023;94;36131.31
C000918;M000565;12/04/2023;97;29787.92
C000429;M000617;28/11/2024;52;2370.96
C000357;M000284;14/08/2023;92;26408.79
C000770;M000580;06/01/2024;5;423.02
C000976;M000054;02/08/2024;63;28527.38
C000033;M000489;26/01/2024;50;10610.2
C000844;M000378;05/08/2023;7;2546.91
C000150;M000215;20/11/2023;20;8929.7
C000923;M000838;05/11/2023;41;15182.99
C000703;M000653;09/11/2023;77;29999.32
C000299;M000933;11/02/2023;38;10667.85
C000515;M000598;28/05/2024;21;2973.55
C000569;M000551;18/06/2023;14;3748.11
C000506;M000321;15/06/2024;21;7744.43
C000519;M000946;13/10/2023;61;27382.09
C000896;M000457;15/10/2024;31;2623.62
C000568;M000263;19/12/2024;15;5302.76
C000083;M000601;05/06/2023;94;15886.85
C000020;M000018;29/08/2023;53;4644.31
C000593;M000608;25/10/2024;30;2926.72
C000311;M000026;11/09/2023;97;33918.88
C000134;M000780;10/01/2024;47;7379.09
C000760;M000984;28/03/2024;99;35764.07
C000741;M000192;17/07/2024;51;2946.24
C000574;M000743;24/02/2024;65;12799.15
C000278;M000634;08/11/2023;3;923.18
C000386;M000351;13/05/2024;51;15843.17
C000006;M000711;27/02/2023;69;19026.06
C000565;M000535;01/02/2023;95;39164.16
C000294;M000508;05/11/2024;11;1974.94
C000573;M000318;10/07/2024;27;9088.66
C000181;M000102;07/02/2024;71;24529.66
C000580;M000504;17/10/2023;95;16794.86
C000411;M000110;09/10/2023;91;3087.21
C001000;M000840;22/04/2023;100;15376.14
C000237;M000939;02/01/2023;91;6442.64
C000384;M000170;10/06/2024;1;122.71
C000116;M000555;04/08/2023;55;13994.22
C000304;M000718;19/10/2024;66;16521.55
C000778;M000122;27/12/2024;56;4762.52
C000117;M000043;06/07/2024;15;4063.79
C000426;M000039;07/05/2023;46;20520.6
C000382;M000326;17/09/2023;91;31950.63
C000886;M000282;08/06/2024;59;23666.34
C000652;M000188;27/12/2024;92;15934.82
C000125;M000710;09/01/2024;54;3743.34
C000543;M000541;24/05/2024;70;8024.09
C000673;M000098;26/11/2023;66;25953.95
C000604;M000445;21/02/2024;44;4476.03
C000234;M000050;11/10/2023;6;804.63
C000869;M000559;28/08/2023;66;8673.67
C000019;M000037;03/03/2023;62;8137.76
C000461;M000440;06/07/2023;62;22458.32
C000123;M000690;17/03/2023;26;8341.04
C000681;M000921;01/04/2024;88;18780.46
C000302;M000467;01/06/2024;99;10328.61
C000699;M000305;21/11/2023;83;13808.82
C000832;M000454;09/03/2024;22;1156.0
C000237;M000458;18/05/2023;52;7113.63
C000870;M000353;06/07/2024;84;14752.3
C000632;M000104;19/09/2024;67;32234.9
C000500;M000685;03/08/2023;4;1707.3
C000399;M000507;16/05/2024;5;201.05
C000775;M000748;11/11/2023;17;7950.07
C000104;M000881;28/09/2024;14;4397.29
C000851;M000151;13/07/2024;6;1593.29
C000557;M000621;12/07/2023;37;9021.5
C000548;M000919;28/11/2023;25;6918.41
C000872;M000839;19/01/2024;66;29754.03
C000982;M000413;26/03/2023;31;10754.58
C000261;M000829;06/03/2023;72;7078.71
C000626;M000420;29/08/2023;74;4964.32
C000479;M000753;07/06/2023;36;739.12
C000795;M000852;06/08/2024;88;8158.23
C000399;M000336;29/03/2024;84;10147.82
C000083;M000852;18/01/2024;47;1103.64
C000746;M000726;18/09/2023;4;1216.26
C000207;M000985;28/01/2024;94;9379.4
C000815;M000165;06/08/2024;33;4775.63
C000002;M000654;31/05/2023;94;1772.73
C000773;M000248;26/11/2023;8;1953.26
C000823;M000742;23/11/2024;46;7932.75
C000590;M000770;22/07/2023;45;15465.28
C000767;M000767;24/06/2024;69;12706.12
C000961;M000711;09/03/2023;64;25266.76
C000619;M000966;29/05/2024;62;4734.41
C000568;M000766;04/06/2024;100;28285.78
C000513;M000469;11/02/2023;68;11177.52
C000207;M000620;19/07/2024;64;30180.24
C000491;M000848;31/03/2024;9;4095.02
C000405;M000102;12/08/2024;11;3511.76
C000505;M000934;02/05/2023;32;14749.88
C000392;M000859;16/03/2023;2;617.23
C000277;M000671;05/02/2023;98;36350.81
C000581;M000780;27/05/2024;72;8360.41
C000103;M000626;05/10/2023;45;22459.65
C000361;M000881;02/10/2024;89;8517.22
C000887;M000328;17/01/2023;25;3840.05
C000419;M000283;12/07/2023;95;34951.4
C000882;M000812;19/11/2023;28;10241.1
C000659;M000652;17/06/2024;79;28695.08
C000639;M000139;21/08/2024;52;16380.02
C000002;M000561;04/05/2024;21;8924.29
C000504;M000975;16/11/2024;88;18996.68
C000172;M000910;25/01/2024;83;20246.73
C000371;M000384;06/09/2023;60;12163.19
C000756;M000617;05/08/2024;56;27005.5
C000786;M000305;23/04/2023;71;6762.85
C000888;M000520;22/09/2023;9;3255.22
C000244;M000910;04/09/2023;50;14244.66
C000221;M000421;29/07/2023;48;2092.18
C000461;M000058;14/01/2024;54;5331.16
C000901;M000623;14/01/2023;48;19376.51
C000819;M000350;29/06/2023;50;17369.85
C000471;M000341;16/04/2024;100;49198.09
C000830;M000853;21/12/2023;46;9237.76
C000911;M000371;06/12/2023;51;11368.24
C000198;M000644;08/02/2023;65;17236.19
C000287;M000507;07/05/2023;3;1234.88
C000117;M000139;30/09/2023;52;18549.54
C000641;M000087;03/05/2024;91;25714.82
C000708;M000147;13/04/2024;54;14193.49
C000875;M000145;26/02/2023;40;16664.25
C000287;M000524;06/11/2023;80;22669.15
C000691;M000646;12/05/2023;42;15460.09
C000121;M000842;18/08/2023;19;4519.7
