cliente;anno_mese;percentuale
C001218;202405;0,1
C001674;202412;0,14
C001694;202301;0,18
C001721;202403;0,05
C000612;202307;0,12
C001654;202406;0,19
C001897;202312;0,03
C000557;202412;0,05
C001081;202410;0,14
C001433;202308;0,1
C001656;202411;0,19
C001176;202302;0,03
C001791;202408;0,15
C000076;202403;0,04
C001125;202401;0,05
C000339;202309;0,03
C000019;202403;0,08
C000882;202407;0,16
C001503;202306;0,1
C001309;202303;0,05
C001318;202410;0,13
C001324;202311;0,17
C000363;202302;0,04
C000209;202306;0,11
C001881;202301;0,16
C000773;202309;0,06
C000702;202307;0,16
C000564;202406;0,1
C000639;202411;0,17
C000429;202402;0,2
C001725;202311;0,14
C000825;202406;0,08
C001851;202301;0,2
C000575;202304;0,12
C001592;202404;0,04
C001769;202411;0,17
C000714;202306;0,16
C001418;202412;0,16
C000827;202411;0,13
C000678;202306;0,08
C001802;202312;0,04
C000374;202405;0,05
C001484;202410;0,09
C001674;202312;0,15
C000165;202311;0,12
C001762;202412;0,1
C000541;202307;0,19
C000205;202303;0,03
C001493;202404;0,04
C000688;202403;0,17
C000557;202312;0,13
C001944;202403;0,16
C000666;202304;0,02
C000145;202311;0,11
C000004;202307;0,02
C000537;202310;0,05
C000458;202302;0,04
C001466;202403;0,14
C001329;202303;0,18
C000829;202305;0,09
C000432;202411;0,17
C000184;202411;0,16
C000408;202405;0,14
C000115;202411;0,06
C000793;202308;0,14
C001309;202311;0,11
C001700;202411;0,09
C001746;202307;0,19
C001044;202404;0,13
C001257;202311;0,03
C000404;202303;0,05
C001154;202407;0,11
C000617;202307;0,19
C000816;202410;0,13
C000340;202412;0,16
C001418;202312;0,08
C000331;202303;0,02
C001001;202310;0,06
C001741;202307;0,04
C001683;202401;0,12
C000122;202404;0,04
C001646;202410;0,09
C001415;202412;0,16
C001762;202312;0,12
C001349;202403;0,06
C001619;202306;0,16
C000430;202308;0,14
C000809;202406;0,07
C000270;202403;0,05
C001022;202307;0,16
C000422;202304;0,14
C001732;202309;0,19
C000311;202311;0,11
C000858;202404;0,05
C000859;202305;0,14
C001703;202410;0,03
C001940;202412;0,14
C001189;202405;0,07
C001138;202403;0,1
C000670;202411;0,08
C001163;202305;0,16
C000933;202302;0,16
C000937;202403;0,03
C000876;202303;0,15
C001628;202410;0,19
C001485;202401;0,05
C001650;202402;0,16
C000591;202305;0,11
C000471;202302;0,04
C001452;202410;0,18
C000182;202412;0,15
C000170;202401;0,13
C001547;202303;0,08
C001239;202301;0,06
C001524;202308;0,14
C000777;202405;0,08
C001144;202409;0,16
C001108;202409;0,08
C001607;202306;0,04
C001424;202410;0,15
C000419;202312;0,18
C001773;202309;0,09
C001873;202401;0,06
C000404;202311;0,1
C001656;202404;0,11
C000626;202411;0,18
C001078;202305;0,05
C001415;202312;0,19
C000681;202405;0,1
C001414;202410;0,09
C001531;202306;0,04
C000599;202301;0,15
C001734;202306;0,13
C000241;202410;0,2
C000954;202307;0,06
C000357;202405;0,04
C001627;202305;0,14
C000876;202311;0,03
C001769;202404;0,04
C000323;202402;0,17
C000586;202305;0,1
C000860;202312;0,05
C000827;202404;0,08
C001949;202408;0,18
C001847;202410;0,13
C001942;202311;0,16
C000814;202401;0,13
C001671;202302;0,13
C000708;202408;0,05
C001594;202403;0,19
C001891;202304;0,17
C001039;202311;0,04
C000948;202302;0,17
C000054;202406;0,11
C001958;202407;0,2
C000737;202312;0,13
C000036;202408;0,17
C000304;202306;0,07
C001785;202304;0,15
C000263;202405;0,15
C001110;202403;0,06
C001682;202304;0,08
C000432;202404;0,12
C000184;202404;0,18
C001149;202411;0,13
C000351;202405;0,05
C000941;202303;0,12
C001509;202309;0,02
C001450;202306;0,2
C000706;202301;0,03
C000932;202411;0,1
C000358;202310;0,16
C001930;202303;0,03
C001300;202306;0,12
C000815;202410;0,11
C000161;202308;0,16
C000576;202301;0,17
C000938;202405;0,1
C000828;202406;0,06
C001634;202309;0,12
C001605;202411;0,02
C001305;202411;0,15
C000343;202305;0,19
C000632;202304;0,04
C001657;202304;0,07
C000597;202405;0,14
C000553;202310;0,04
C000764;202309;0,11
C001081;202307;0,07
C000856;202408;0,15
C001578;202404;0,17
C001164;202301;0,15
C001470;202307;0,02
C000138;202407;0,1
C000872;202410;0,16
C001669;202404;0,18
C000670;202404;0,09
C000797;202411;0,16
C001210;202304;0,09
C001902;202410;0,1
C001073;202412;0,13
C001467;202309;0,17
C000657;202304;0,03
C001004;202304;0,18
C001245;202407;0,08
C001461;202402;0,03
C001431;202406;0,1
C001980;202303;0,07
C000223;202301;0,19
C001340;202302;0,12
C001295;202403;0,16
C000100;202308;0,16
C000463;202307;0,03
C001105;202410;0,18
C000988;202402;0,15
C000608;202409;0,03
C000965;202311;0,19
C001930;202311;0,14
C001656;202402;0,18
C000779;202406;0,04
C000473;202308;0,09
C001771;202410;0,13
C000451;202410;0,09
C000197;202403;0,05
C001484;202307;0,12
C001525;202305;0,03
C001313;202301;0,15
C001036;202402;0,06
C001405;202302;0,2
C001171;202403;0,06
C000757;202301;0,04
C000916;202301;0,11
C000662;202309;0,19
C000295;202308;0,12
C000702;202405;0,19
C000639;202402;0,06
C001073;202312;0,15
C001992;202407;0,06
C001769;202402;0,08
C001395;202407;0,07
C000215;202309;0,14
C000364;202410;0,07
C001876;202308;0,03
C001269;202309;0,08
C000417;202406;0,11
C001777;202301;0,11
C001971;202305;0,04
C001799;202411;0,15
C001427;202309;0,14
C001914;202301;0,12
C000162;202312;0,07
C000541;202405;0,13
C001218;202306;0,16
C001708;202410;0,19
C000442;202411;0,17
C001102;202303;0,19
C001037;202410;0,03
C001646;202307;0,18
C000668;202311;0,1
C000405;202302;0,03
C000432;202402;0,18
C000790;202405;0,07
C000083;202407;0,19
C000238;202408;0,04
C000952;202308;0,07
C000058;202401;0,15
C000184;202402;0,11
C000506;202303;0,18
C001622;202410;0,11
C001502;202408;0,13
C000009;202308;0,07
C001628;202307;0,19
C000829;202406;0,12
C001716;202307;0,04
C001416;202304;0,08
C001959;202304;0,1
C000070;202405;0,14
C000617;202405;0,07
C001520;202310;0,03
C001494;202303;0,18
C001148;202306;0,06
C000666;202311;0,19
C000335;202304;0,14
C000452;202304;0,09
C001140;202410;0,08
C001605;202404;0,14
C000563;202311;0,08
C000870;202412;0,13
C001006;202402;0,15
C001617;202305;0,17
C000374;202306;0,1
C001659;202303;0,07
C001557;202308;0,04
C001057;202403;0,16
C001099;202305;0,05
C001331;202310;0,07
C001669;202402;0,11
C001132;202407;0,19
C001596;202306;0,16
C000186;202401;0,03
C000027;202412;0,08
C000797;202404;0,1
C001742;202412;0,05
C001414;202307;0,19
C001065;202404;0,15
C000267;202409;0,07
C000478;202302;0,2
C000840;202403;0,17
C000218;202302;0,14
C001163;202406;0,14
C000241;202307;0,05
C001060;202301;0,06
C000060;202407;0,03
C000448;202311;0,08
C001041;202303;0,04
C000953;202407;0,07
C000422;202311;0,05
C001371;202303;0,12
C000591;202406;0,03
C001228;202404;0,08
C000048;202306;0,08
C000445;202305;0,09
C000870;202312;0,12
C000085;202406;0,05
C001498;202406;0,07
C000306;202407;0,19
C000044;202407;0,09
C001464;202302;0,11
C000210;202403;0,05
C001898;202307;0,1
C000287;202404;0,08
C000288;202308;0,02
C001720;202312;0,15
C001316;202403;0,2
C000441;202302;0,08
C001742;202312;0,15
C001465;202406;0,11
C001235;202310;0,07
C001682;202303;0,19
C001961;202409;0,2
C001651;202301;0,12
C001629;202303;0,05
C000475;202305;0,12
C001799;202404;0,18
C001159;202301;0,1
C000236;202408;0,14
C000815;202307;0,15
C001346;202304;0,18
C000981;202302;0,05
C001155;202310;0,12
C001627;202406;0,08
C001208;202310;0,09
C000373;202310;0,17
C000406;202412;0,1
C000418;202302;0,04
C000837;202411;0,03
C000315;202308;0,14
C000453;202302;0,13
C000997;202411;0,06
C001459;202305;0,19
C000766;202403;0,07
C001998;202403;0,02
C001825;202404;0,12
C001614;202412;0,1
C000560;202404;0,14
C000977;202305;0,04
C000220;202310;0,11
C001657;202303;0,06
C000257;202302;0,08
C000681;202306;0,13
C000339;202312;0,19
C000849;202308;0,18
C001149;202402;0,08
C001151;202301;0,05
C000795;202403;0,17
C000352;202312;0,09
C001245;202409;0,09
C000213;202305;0,07
C000857;202307;0,08
C001891;202311;0,2
C001968;202408;0,18
C000982;202410;0,04
C000835;202409;0,15
C000955;202301;0,1
C001210;202303;0,2
C001597;202411;0,16
C000623;202302;0,07
C001949;202401;0,17
C000628;202309;0,19
C000657;202303;0,1
C001004;202303;0,18
C000573;202407;0,05
C000357;202306;0,13
C001785;202311;0,04
C000708;202401;0,06
C001776;202310;0,11
C001719;202305;0,18
C001515;202312;0,2
C001682;202311;0,03
C000413;202410;0,19
C000897;202301;0,16
C000272;202303;0,04
C001240;202412;0,09
C001002;202407;0,18
C001771;202307;0,09
C000451;202307;0,12
C001470;202405;0,15
C001538;202412;0,16
C000173;202403;0,04
C001054;202302;0,05
C001443;202402;0,09
C000611;202405;0,12
C000704;202410;0,03
C001884;202410;0,17
C000693;202305;0,17
C000429;202403;0,07
C001023;202301;0,12
C000367;202407;0,1
C001343;202304;0,02
C001521;202308;0,02
C000409;202406;0,07
C001356;202402;0,19
C001317;202305;0,17
C001658;202403;0,11
C000431;202303;0,14
C000717;202304;0,18
C000289;202412;0,1
C001228;202402;0,11
C000832;202308;0,14
C000928;202409;0,06
C000082;202312;0,04
C000364;202307;0,07
C001444;202409;0,2
C001496;202308;0,03
C001862;202406;0,15
C000066;202403;0,12
C001125;202410;0,12
C001210;202311;0,18
C001833;202406;0,13
C000923;202310;0,11
C001190;202401;0,14
C000946;202411;0,04
C001426;202404;0,11
C001896;202406;0,12
C001697;202402;0,17
C000561;202302;0,05
C000966;202412;0,03
C001871;202304;0,08
C001195;202406;0,18
C001216;202401;0,04
C000129;202401;0,05
C001177;202405;0,07
C001883;202411;0,1
C000272;202311;0,18
C001546;202410;0,08
C000682;202407;0,07
C001510;202406;0,12
C001003;202407;0,19
C001128;202308;0,11
C001089;202407;0,16
C000552;202411;0,05
C001386;202407;0,04
C001514;202409;0,16
C001572;202402;0,12
C000166;202302;0,18
C001887;202310;0,17
C000324;202301;0,14
C000344;202308;0,07
C001731;202412;0,14
C000780;202301;0,14
C001038;202411;0,04
C001055;202408;0,12
C000289;202312;0,17
C001416;202303;0,02
C001585;202409;0,11
C001565;202302;0,09
C000313;202308;0,11
C000090;202301;0,08
C000452;202303;0,18
C001825;202402;0,04
C001971;202406;0,05
C000949;202402;0,06
C001620;202309;0,05
C000431;202311;0,18
C000837;202404;0,13
C001987;202305;0,17
C000284;202401;0,11
C001635;202410;0,12
C001132;202409;0,12
C000966;202312;0,16
C000546;202302;0,04
C000569;202404;0,1
C000368;202308;0,03
C001650;202403;0,17
C001703;202405;0,19
C000094;202412;0,11
C001911;202408;0,08
C000599;202309;0,09
C001628;202405;0,17
C001499;202406;0,18
C001507;202409;0,13
C001005;202304;0,16
C000032;202311;0,08
C000702;202306;0,15
C000778;202408;0,03
C000996;202406;0,17
C000239;202411;0,06
C001715;202307;0,17
C000609;202408;0,05
C001526;202412;0,06
C000470;202412;0,04
C000482;202304;0,04
C000420;202404;0,03
C001731;202312;0,14
C000826;202312;0,16
C000283;202411;0,03
C000843;202311;0,16
C001453;202407;0,16
C001061;202308;0,03
C000541;202306;0,04
C000341;202404;0,16
C001830;202405;0,11
C000631;202408;0,03
C001322;202301;0,04
C001541;202305;0,07
C001251;202307;0,03
C001502;202401;0,14
C001933;202411;0,16
C001414;202405;0,16
C001642;202404;0,19
C001183;202312;0,06
C000887;202401;0,18
C001571;202411;0,05
C000323;202403;0,08
C000264;202407;0,04
C000241;202405;0,17
C001013;202308;0,19
C001493;202403;0,19
C001746;202306;0,08
C000444;202303;0,05
C000983;202404;0,11
C000175;202408;0,15
C001564;202309;0,06
C000064;202307;0,12
C000297;202308;0,04
C000470;202312;0,12
C001586;202308;0,02
C000853;202307;0,06
C000946;202404;0,05
C001346;202303;0,07
C001827;202411;0,18
C001022;202306;0,12
C000672;202305;0,2
C001164;202309;0,04
C001335;202412;0,06
C000747;202305;0,11
C000764;202312;0,15
C000200;202407;0,09
C001860;202310;0,13
C001442;202312;0,1
C000958;202405;0,19
C000610;202302;0,05
C001145;202410;0,08
C000552;202404;0,09
C000774;202305;0,06
C001768;202310;0,06
C000073;202404;0,04
C000535;202302;0,2
C001602;202404;0,04
C000925;202407;0,04
C001038;202404;0,04
C000349;202406;0,16
C001187;202308;0,15
C000858;202403;0,12
C001778;202406;0,03
C000098;202310;0,08
C000246;202308;0,04
C000413;202307;0,07
C000464;202411;0,13
C000710;202306;0,08
C000403;202408;0,2
C000726;202410;0,1
C001100;202311;0,12
C001843;202304;0,07
C000963;202308;0,17
C001220;202302;0,05
C001123;202412;0,03
C001029;202401;0,17
C001555;202310;0,11
C000391;202310;0,14
C001461;202403;0,05
C001693;202401;0,2
C000222;202408;0,11
C001459;202406;0,04
C001335;202312;0,1
C001346;202311;0,14
C001397;202407;0,04
C000704;202307;0,05
C000093;202408;0,09
C001750;202303;0,13
C000234;202301;0,04
C000179;202301;0,19
C000662;202312;0,2
C000239;202404;0,03
C001656;202403;0,2
C000660;202412;0,08
C000420;202402;0,13
C001343;202303;0,2
C001036;202403;0,04
C000341;202402;0,17
C000275;202304;0,15
C000024;202310;0,07
C001771;202405;0,15
C001427;202312;0,12
C001125;202307;0,07
C001698;202404;0,16
C001434;202407;0,14
C000838;202409;0,09
C001487;202412;0,11
C001719;202406;0,13
C000109;202304;0,09
C001647;202409;0,11
C001399;202311;0,07
C000639;202403;0,16
C001642;202402;0,04
C001471;202402;0,07
C000089;202304;0,11
C001491;202306;0,13
C001003;202409;0,04
C001968;202401;0,04
C001769;202403;0,03
C000877;202409;0,03
C000827;202403;0,14
C001568;202412;0,19
C000382;202401;0,09
C001546;202307;0,14
C001288;202412;0,05
C001969;202301;0,13
C001606;202310;0,04
C001932;202410;0,03
C000362;202311;0,16
C001462;202404;0,16
C000148;202305;0,16
C001973;202408;0,06
C000660;202312;0,14
C000336;202404;0,11
C000377;202412;0,07
C000943;202301;0,08
C000812;202401;0,17
C001259;202404;0,12
C000432;202403;0,19
C001708;202405;0,03
C001591;202302;0,1
C000184;202403;0,18
C000115;202403;0,09
C001487;202312;0,08
C001883;202402;0,09
C000647;202304;0,1
C001635;202307;0,03
C001413;202305;0,12
C001783;202402;0,17
C000376;202303;0,07
C001840;202410;0,15
C001050;202401;0,11
C000434;202410;0,04
C000552;202402;0,15
C000124;202306;0,11
C000846;202310;0,04
C001225;202307;0,14
C000970;202408;0,14
C000684;202411;0,14
C001261;202406;0,12
C001350;202301;0,11
C001568;202312;0,17
C001288;202312;0,11
C001602;202402;0,09
C001456;202304;0,11
C000562;202407;0,19
C001038;202402;0,13
C000783;202402;0,08
C001006;202403;0,2
C000527;202303;0,08
C000437;202408;0,03
C001566;202302;0,03
C000285;202307;0,17
C001880;202410;0,08
C001578;202403;0,15
C000479;202405;0,02
C001087;202408;0,18
C000178;202304;0,08
C000904;202308;0,04
C000118;202409;0,08
C001669;202403;0,08
C001907;202312;0,08
C000482;202303;0,14
C000464;202404;0,06
C001374;202401;0,14
C000281;202410;0,13
C001484;202306;0,18
C001015;202304;0,03
C001927;202406;0,07
C001995;202412;0,08
C001353;202309;0,02
C000686;202305;0,08
C001848;202303;0,1
C000794;202302;0,18
C001675;202308;0,12
C000758;202305;0,18
C001996;202304;0,07
C001109;202411;0,15
C000868;202302;0,13
C001715;202405;0,2
C000723;202302;0,09
C000376;202311;0,09
C001354;202404;0,12
C000167;202407;0,17
C001243;202305;0,04
C001115;202306;0,14
C000209;202301;0,08
C000101;202310;0,11
C001176;202304;0,16
C001111;202412;0,08
C000580;202407;0,13
C000240;202407;0,09
C001091;202303;0,1
C000477;202411;0,11
C001589;202311;0,17
C001027;202309;0,16
C001873;202307;0,17
C000489;202307;0,12
C000816;202306;0,07
C001867;202409;0,03
C001698;202402;0,2
C000998;202408;0,09
C000527;202311;0,06
C000363;202304;0,15
C000741;202404;0,04
C000080;202305;0,17
C000864;202411;0,04
C001838;202408;0,08
C001933;202402;0,03
C000187;202304;0,16
C001685;202308;0,11
C000492;202407;0,06
C001901;202308;0,16
C001550;202408;0,14
C000935;202311;0,07
C001836;202403;0,16
C001703;202306;0,1
C000778;202401;0,12
C001541;202406;0,06
C001008;202407;0,09
C001788;202301;0,13
C000031;202308;0,1
C001621;202408;0,16
C001716;202306;0,05
C000955;202309;0,02
C001088;202405;0,15
C001853;202309;0,18
C000810;202312;0,12
C001609;202303;0,06
C000055;202302;0,19
C001049;202412;0,15
C000974;202304;0,1
C000972;202404;0,19
C001259;202402;0,12
C001111;202312;0,13
C000615;202310;0,16
C000458;202304;0,1
C000631;202401;0,12
C000243;202306;0,13
C000995;202302;0,11
C000172;202401;0,09
C001744;202406;0,05
C000962;202302;0,05
C001827;202402;0,14
C000679;202304;0,07
C000897;202309;0,1
C001336;202311;0,08
C001830;202306;0,17
C000079;202408;0,03
C000769;202307;0,06
C001753;202312;0,09
C001813;202308;0,17
C000871;202408;0,14
C001619;202301;0,07
C000636;202404;0,13
C001414;202306;0,09
C000873;202310;0,04
C000595;202306;0,05
C000672;202406;0,06
C001305;202403;0,17
C000684;202404;0,1
C001743;202408;0,12
C001093;202412;0,1
C001023;202309;0,14
C000175;202401;0,03
C001661;202412;0,05
C002000;202308;0,04
C001079;202312;0,07
C000765;202403;0,16
C001007;202411;0,14
C001624;202409;0,05
C001660;202402;0,17
C000774;202406;0,19
C001049;202312;0,11
C000256;202301;0,02
C001757;202412;0,17
C000086;202301;0,04
C000355;202304;0,13
C001609;202311;0,18
C000834;202407;0,18
C000505;202404;0,09
C001822;202302;0,09
C000347;202303;0,14
C000808;202305;0,04
C000539;202312;0,19
C001380;202311;0,15
C000471;202304;0,05
C000704;202405;0,04
C000411;202303;0,15
C001118;202404;0,19
C001252;202312;0,11
C000253;202307;0,17
C000230;202310;0,19
C001224;202304;0,19
C001898;202306;0,07
C001186;202412;0,18
C000924;202409;0,06
C000294;202302;0,04
C000958;202306;0,17
C001850;202405;0,08
C001283;202411;0,13
C001906;202408;0,09
C000913;202409;0,15
C001932;202307;0,06
C001734;202301;0,1
C000815;202306;0,05
C000477;202404;0,05
C001097;202312;0,19
C000293;202304;0,1
C000780;202309;0,07
C001211;202408;0,13
C001249;202411;0,11
C001136;202408;0,09
C000896;202411;0,19
C001028;202303;0,08
C001311;202308;0,1
C000222;202401;0,14
C001495;202411;0,19
C000985;202412;0,18
C001993;202311;0,19
C001014;202401;0,09
C000590;202310;0,15
C001572;202403;0,17
C000641;202404;0,02
C001223;202305;0,19
C001899;202412;0,13
C001842;202411;0,17
C001918;202408;0,14
C000872;202306;0,19
C001840;202307;0,14
C000304;202301;0,16
C001975;202305;0,06
C001186;202312;0,12
C000434;202307;0,08
C001641;202311;0,19
C001902;202306;0,09
C000857;202306;0,17
C001671;202304;0,04
C000040;202304;0,18
C000411;202311;0,17
C000972;202402;0,09
C001712;202304;0,18
C000268;202409;0,09
C001807;202303;0,2
C000948;202304;0,07
C001825;202403;0,04
C001246;202412;0,17
C001421;202409;0,06
C001445;202406;0,06
C001456;202303;0,18
C001791;202307;0,18
C001330;202310;0,13
C000089;202311;0,18
C001726;202309;0,16
C000796;202409;0,09
C000734;202409;0,03
C001303;202312;0,18
C001880;202307;0,17
C001584;202411;0,19
C001771;202306;0,1
C000154;202411;0,09
C000451;202306;0,17
C001236;202408;0,15
C000178;202303;0,18
C000378;202406;0,17
C001735;202311;0,17
C001692;202411;0,15
C001832;202401;0,11
C000985;202312;0,08
C000534;202404;0,13
C000684;202402;0,17
C001194;202310;0,15
C000568;202411;0,1
C001413;202406;0,02
C001191;202305;0,03
C001730;202408;0,14
C001018;202309;0,13
C001640;202304;0,16
C000550;202305;0,04
C001007;202404;0,09
C001096;202304;0,13
C001683;202405;0,08
C000497;202408;0,03
C001328;202309;0,05
C000565;202303;0,11
C000456;202304;0,19
C000364;202306;0,17
C001175;202407;0,16
C000284;202410;0,17
C000291;202301;0,14
C000759;202308;0,16
C001273;202302;0,08
C000102;202310;0,11
C001456;202311;0,15
C001438;202406;0,07
C001118;202402;0,14
C001037;202306;0,17
C000186;202307;0,16
C000652;202307;0,06
C001931;202401;0,09
C000363;202303;0,05
C001340;202304;0,18
C000970;202401;0,19
C000787;202408;0,18
C001978;202403;0,06
C000524;202411;0,19
C001449;202311;0,19
C000178;202311;0,14
C001782;202405;0,13
C000879;202308;0,18
C001689;202409;0,2
C000477;202402;0,06
C001455;202407;0,15
C000006;202407;0,05
C000771;202302;0,09
C000776;202309;0,1
C000359;202406;0,07
C000108;202310;0,04
C000489;202405;0,09
C001873;202405;0,19
C000993;202302;0,04
C001086;202305;0,15
C001405;202304;0,1
C001243;202406;0,19
C000389;202410;0,1
C001140;202306;0,14
C001996;202311;0,04
C000901;202408;0,15
C001652;202408;0,05
C000994;202305;0,18
C001502;202410;0,16
C001141;202405;0,07
C001213;202305;0,11
C000052;202407;0,04
C001709;202301;0,17
C000458;202303;0,13
C000536;202406;0,2
C001337;202408;0,07
C000116;202302;0,14
C000887;202410;0,1
C001983;202305;0,09
C000521;202309;0,05
C000813;202406;0,07
C001926;202409;0,07
C001145;202405;0,13
C000968;202301;0,18
C001375;202401;0,09
C000247;202310;0,14
C001715;202306;0,1
C001479;202401;0,02
C000002;202411;0,04
C000075;202305;0,08
C000732;202402;0,14
C001372;202401;0,14
C000695;202302;0,15
C000570;202407;0,15
C000142;202408;0,15
